date,day,total,temp,holiday,cloud,month,NightOpen,rain,closed,culture,year,holiday&weekend,holiday+weekend
12월 17일,토,8172 ,-6.6,0,2.4,12,0,0,0,0,2011,1,1
12월 18일,일,9528 ,-3.3,0,2.8,12,0,0,0,0,2011,1,1
12월 19일,월,7387 ,-3.2,0,0.5,12,0,0,0,0,2011,0,0
12월 20일,화,0 ,-1.4,0,4.5,12,0,0,10,0,2011,0,0
12월 21일,수,8125 ,0.6,0,8.9,12,0,0.7,0,0,2011,0,0
12월 22일,목,7288 ,-6.8,0,1,12,0,0,0,0,2011,0,0
12월 23일,금,6791 ,-6.7,0,3.4,12,0,0.6,0,0,2011,0,0
12월 24일,토,10189 ,-6.3,0,1.4,12,0,0.5,0,0,2011,1,1
12월 25일,일,8080 ,-8.3,0,0,12,0,0,0,0,2011,1,1
12월 26일,월,8027 ,-8.3,0,0,12,0,0,0,0,2011,0,0
12월 27일,화,0 ,-5.2,0,1.4,12,0,0,10,0,2011,0,0
12월 28일,수,8982 ,-1.3,0,7.6,12,0,0.3,0,0,2011,0,0
12월 29일,목,9155 ,-2.3,0,2.8,12,0,0,0,0,2011,0,0
12월 30일,금,8841 ,-3.6,0,0,12,0,0,0,0,2011,0,0
12월 31일,토,13356 ,-2.6,0,5.5,12,0,0,0,0,2011,1,1
